date,date,open_dollar_eur,high_dollar_eur,low_dollar_eur,dollar_eur,Unnamed: 0,crisis,job,loan,unemployment,default,suicide,killing,disorder,crime,usurer,war,uprising,hiring,work,usajob,apply
2018-06-04,2018-06-04,0.8572,0.8572,0.851,0.8545,519.0,38.22,27.55,49.82,3.88,82.45,13.0,33.97,68.06,46.4,0.0,23.76,10.4,71.10000000000002,77.42,58.8,42.68
2018-06-05,2018-06-05,0.8545,0.8578,0.8521,0.853,520.0,39.0,28.42,48.23,3.2,83.3,54.0,30.1,68.06,44.66,0.0,22.41,11.4,72.68,76.63000000000002,70.0,43.56
2018-06-06,2018-06-06,0.853,0.8534,0.8475,0.8485,521.0,37.05,28.71,47.7,2.64,85.0,54.0,30.53,70.52,47.56,0.0,22.95000000000001,12.8,71.10000000000002,79.0,47.6,42.68
2018-06-07,2018-06-07,0.8485,0.8487,0.8444,0.8474,522.0,37.83,27.55,45.58000000000001,2.44,80.75,31.0,30.96,68.06,48.72,7.5,22.14,14.4,66.36,75.84,0.0,39.6
2018-06-08,2018-06-08,0.8474,0.8524,0.8462,0.8496,523.0,36.66,24.36,43.46,2.16,74.8,100.0,29.67,65.6,42.92,0.0,20.25,11.6,56.09,71.10000000000002,36.4,36.52
2018-06-11,2018-06-11,0.8493,0.8493,0.8458,0.8491,526.0,26.73,27.55,50.35,3.8,80.75,14.7,27.3,68.06,49.2,18.72,22.1,14.2,74.52000000000002,77.76,0.0,41.36
2018-06-12,2018-06-12,0.8490000000000001,0.8519,0.8466,0.8512,527.0,28.05,29.0,48.76000000000001,3.0,80.75,12.25,29.25,70.52,52.8,36.27,21.58,15.2,81.0,79.38000000000002,45.88,43.56
2018-06-13,2018-06-13,0.851,0.8522,0.8469,0.8474,528.0,26.73,28.71,47.7,2.76,77.35,10.29,26.91,75.44,55.2,36.66,20.02,10.0,76.95,80.19000000000003,59.2,40.92
2018-06-14,2018-06-14,0.8473,0.8644,0.8438,0.8632,529.0,25.08,27.26,46.64,2.36,81.6,9.8,26.13000000000001,67.24,48.6,19.5,18.98,9.0,68.85000000000001,78.57000000000002,25.16,40.48
2018-06-15,2018-06-15,0.863,0.8661,0.8599,0.8617,530.0,23.76,24.07,48.76000000000001,2.2,65.45,7.35,26.52,63.96,42.6,20.28,18.46,9.2,58.32000000000001,73.71000000000002,25.9,37.4
2018-06-18,2018-06-18,0.8622,0.8643,0.8598,0.8602,533.0,26.520000000000003,25.76,48.88,3.72,82.56,5.9499999999999975,27.20000000000001,85.0,60.06,33.6,15.62,13.0,65.45,76.0,34.68,41.28
2018-06-19,2018-06-19,0.8602,0.8669,0.8585,0.8627,534.0,28.56,26.6,47.84,2.96,83.42,6.65,29.6,81.6,66.0,0.0,14.74,18.2,67.76,78.4,16.830000000000002,40.42
2018-06-20,2018-06-20,0.8627,0.8658,0.8618,0.8636,535.0,31.96,26.6,47.32,2.64,82.56,5.9499999999999975,28.4,78.2,61.38,0.0,14.08,18.98,69.3,79.2,34.68,43.0
2018-06-21,2018-06-21,0.8636,0.8685,0.8595,0.8609,536.0,28.56,25.480000000000004,44.2,2.56,82.56,5.6,28.4,73.95,56.76000000000001,0.0,14.3,18.2,64.68,76.80000000000003,17.34,43.0
2018-06-22,2018-06-22,0.8611,0.8617,0.8563,0.858,537.0,25.840000000000003,22.680000000000003,44.2,2.2,71.38,5.6,28.4,68.0,55.44000000000001,0.0,13.86,19.5,56.98,75.2,17.85,36.55
2018-06-25,2018-06-25,0.8567,0.8596,0.8535,0.8543,540.0,22.32,25.76,55.00000000000001,4.0,79.98,4.65,33.54,65.45,53.68,0.0,13.23,14.03,71.10000000000002,77.60000000000002,31.96,42.14
2018-06-26,2018-06-26,0.8543,0.8592,0.8531,0.8581,541.0,24.49,26.320000000000004,51.7,2.96,81.7,4.65,32.68,63.14,54.9,0.0,13.02,14.72,69.52000000000001,77.60000000000002,31.96,40.42
2018-06-27,2018-06-27,0.8581,0.8662,0.8565,0.8648,542.0,22.63,26.6,48.40000000000001,2.64,80.84,4.34,30.53,61.6,51.24,0.0,12.81,12.19,68.73,79.2,15.98,41.71
2018-06-28,2018-06-28,0.8648,0.8671,0.862,0.8647,543.0,21.7,26.320000000000004,50.05,2.72,86.0,4.34,31.39,66.22,49.41,0.0,12.6,9.66,66.36,76.80000000000003,24.44,41.28
2018-06-29,2018-06-29,0.8644,0.8647,0.8552,0.8554,544.0,22.94,23.8,51.15000000000001,2.24,72.24,4.03,30.1,57.75,46.36,0.0,12.6,12.42,60.040000000000006,72.8,0.0,35.69
2018-07-02,2018-07-02,0.8563,0.8624,0.8557,0.8588,547.0,24.57,22.75,50.44000000000001,4.0,62.32,26.4,25.84,63.36,52.51,0.0,16.56,14.82,61.64,67.64,38.35,33.6
2018-07-03,2018-07-03,0.8589,0.8603,0.8565,0.8574,548.0,25.38000000000001,22.25,46.28,2.88,60.04,25.8,28.12,61.2,49.56,23.5,17.04,11.59,56.28,69.16,51.35,34.0
2018-07-04,2018-07-04,0.8573,0.8595,0.8559,0.8574,549.0,19.71,17.25,33.28,1.52,40.28,30.0,31.54,57.6,51.33,0.0,24.0,18.43,43.55,61.56,29.9,27.200000000000006
2018-07-05,2018-07-05,0.8574,0.8581,0.853,0.8551,550.0,26.73,21.0,46.28,2.52,57.0,28.2,28.88,60.48,52.51,0.0,20.4,13.68,56.28,66.88,0.0,33.6
2018-07-06,2018-07-06,0.855,0.856,0.8496,0.8504,551.0,23.49,21.5,46.8,2.68,54.72,26.4,26.98,62.64,48.97,0.0,19.2,10.26,58.96,65.36,25.35,32.4
2018-07-09,2018-07-09,0.8508,0.852,0.8478,0.8508,554.0,25.76,26.97,55.85999999999999,3.92,78.26,27.6,27.20000000000001,67.34,53.68,0.0,16.38,9.69,77.0,74.4,33.059999999999995,41.71
2018-07-10,2018-07-10,0.8508,0.855,0.8499,0.8519,555.0,25.76,29.0,55.28999999999999,3.08,72.8,27.6,27.6,70.3,55.51,0.0,15.12,7.48,77.0,76.0,22.04,41.71
2018-07-11,2018-07-11,0.8518,0.8569,0.8502,0.8562,556.0,26.04000000000001,28.71,51.87,2.8000000000000003,80.08,27.9,26.0,65.12,58.56,6.75,14.7,11.39,77.0,76.0,20.88,40.42
2018-07-12,2018-07-12,0.8562,0.8581,0.8548,0.857,557.0,24.64,27.84,51.3,2.6,84.63000000000002,25.8,35.6,74.0,57.34,0.0,14.49,7.1400000000000015,73.92,75.2,57.99999999999999,39.13
2018-07-13,2018-07-13,0.8571,0.8608,0.8552,0.8555,558.0,26.04000000000001,25.52,51.3,2.28,81.9,27.9,39.2,67.34,59.17,0.0,13.86,9.18,65.45,72.0,0.0,36.12
2018-07-16,2018-07-16,0.8557,0.8562,0.8526,0.8537,561.0,26.04000000000001,27.160000000000004,55.00000000000001,3.8,80.99000000000002,25.52,29.64,74.88,55.46,0.0,13.8,6.16,72.27,77.76,16.77,39.99
2018-07-17,2018-07-17,0.8537,0.8583,0.8512,0.8575,562.0,25.20000000000001,26.88000000000001,51.7,3.04,91.0,27.26,26.22,76.44,50.74,24.99,13.0,9.1,69.35,81.0,16.77,37.84
2018-07-18,2018-07-18,0.8575,0.8616,0.857,0.8584,563.0,28.000000000000004,27.44,49.50000000000001,2.84,81.9,25.23,28.12,75.66,53.1,0.0,12.8,7.280000000000001,71.53999999999998,81.0,17.2,40.85
2018-07-19,2018-07-19,0.8586,0.8636,0.8563,0.8585,564.0,25.20000000000001,28.000000000000004,49.50000000000001,2.52,86.45,26.1,27.74,74.10000000000002,55.46,51.0,13.0,6.7200000000000015,65.7,78.57000000000002,17.2,36.55
2018-07-20,2018-07-20,0.8584,0.8598,0.8518,0.8523,565.0,25.20000000000001,25.20000000000001,48.40000000000001,2.28,73.71000000000002,23.78,27.74,67.08,53.69,0.0,13.4,8.82,61.32,74.52000000000002,17.2,34.4
2018-07-23,2018-07-23,0.852,0.8556,0.8507,0.855,568.0,26.320000000000004,26.88000000000001,54.32000000000001,3.56,81.9,25.8,30.42,66.75,54.28,0.0,14.2,11.36,72.52,76.0,19.89,44.0
2018-07-24,2018-07-24,0.855,0.8575,0.8532,0.8558,569.0,25.20000000000001,27.160000000000004,53.2,2.92,81.9,28.8,31.98,72.0,54.87,0.0,13.4,10.4,70.3,75.2,19.89,40.04
2018-07-25,2018-07-25,0.8558,0.857,0.8518,0.8522,570.0,27.160000000000004,26.6,50.96000000000001,2.52,75.60000000000002,27.6,26.52,72.0,55.46,0.0,12.6,8.32,73.26,76.80000000000003,19.89,40.48
2018-07-26,2018-07-26,0.8522,0.8589,0.8513,0.8587,571.0,26.6,26.04000000000001,53.2,2.28,86.4,25.5,28.08,69.75,53.69,0.0,13.4,8.64,64.38,75.2,0.0,39.16
2018-07-27,2018-07-27,0.8587,0.8601,0.8571,0.8581,572.0,21.000000000000004,24.64,50.96000000000001,2.28,72.0,27.0,27.69,65.25,50.15,0.0,14.0,9.76,58.46,71.2,41.31,35.2
2018-07-30,2018-07-30,0.8574,0.8581,0.8531,0.8538,575.0,23.76,26.6,56.42999999999999,3.68,74.7,28.5,26.64,71.44,58.8,14.7,18.75,9.0,71.03999999999998,73.47,36.3,42.3
2018-07-31,2018-07-31,0.8539,0.8555,0.8511,0.8554,576.0,24.840000000000003,26.6,55.85999999999999,2.92,79.2,26.4,25.2,70.68,55.8,0.0,22.75,7.8,70.3,74.26,42.35,40.05
2018-08-01,2018-08-01,0.8554,0.8576,0.8546,0.8571,577.0,23.22,25.20000000000001,52.44,2.92,77.4,23.1,29.88,66.88,51.0,14.4,23.0,14.85,71.03999999999998,73.47,23.1,43.65
2018-08-02,2018-08-02,0.8571,0.8633,0.8568,0.8628,578.0,23.22,25.76,50.73,2.52,81.0,23.7,30.6,76.0,48.6,14.1,21.25,9.9,68.08,70.31,0.0,42.3
2018-08-03,2018-08-03,0.8628,0.8647,0.8611,0.8642,579.0,21.87,23.520000000000003,47.88,2.72,73.8,26.7,27.36,64.6,48.0,30.0,20.0,9.3,60.68,67.94,24.200000000000006,37.8
2018-08-06,2018-08-06,0.8647,0.867,0.8640000000000001,0.865,582.0,23.22,25.480000000000004,56.99999999999999,4.0,74.76,24.0,28.56,64.08,54.6,0.0,16.5,10.53,72.0,76.36,53.55,38.72
2018-08-07,2018-08-07,0.865,0.8654,0.8612,0.8619,583.0,25.92,28.000000000000004,53.01,3.28,82.77,21.6,25.840000000000003,65.52,53.4,21.6,15.84,6.76,75.0,79.67999999999998,40.32,41.8
2018-08-08,2018-08-08,0.8618,0.8637,0.8598,0.8609,584.0,19.98,26.88000000000001,53.01,2.84,81.88,23.4,26.520000000000003,61.92,50.4,21.6,16.28,5.7200000000000015,73.5,83.0,39.69,39.6
2018-08-09,2018-08-09,0.8609,0.8678,0.8602,0.8678,585.0,25.38000000000001,26.320000000000004,51.87,2.52,77.43,22.8,26.180000000000003,64.8,50.4,0.0,16.5,7.67,72.0,81.33999999999997,40.32,39.6
2018-08-10,2018-08-10,0.8677,0.8779,0.8666,0.8759999999999999,586.0,24.03,22.680000000000003,49.59,2.52,71.2,22.2,28.56,58.32,48.0,22.05,14.74,10.01,62.25,74.7,27.09,36.96
2018-08-13,2018-08-13,0.8771,0.8796,0.8744,0.8766,589.0,27.55,24.57,52.08000000000001,3.88,77.4,22.91,27.3,62.64,48.13999999999999,0.0,16.79,8.97,70.3,76.25999999999998,35.2,41.36
2018-08-14,2018-08-14,0.8766,0.8822,0.8747,0.8808,590.0,27.84,25.38000000000001,53.2,3.24,83.7,22.91,26.25,61.92,47.56,0.0,18.4,8.32,71.78,76.25999999999998,31.35,44.0
2018-08-15,2018-08-15,0.8808,0.8845,0.8804,0.8811,591.0,26.1,26.46,50.40000000000001,2.84,81.9,23.78,26.25,65.52,48.13999999999999,0.0,18.4,7.54,72.52,78.72,35.75,41.8
2018-08-16,2018-08-16,0.8811,0.8818,0.8763,0.8789,592.0,27.84,25.11000000000001,49.28,2.64,85.5,22.33,33.95,66.96,46.4,0.0,17.71,7.54,70.3,77.08,48.40000000000001,40.48
2018-08-17,2018-08-17,0.879,0.8795,0.8733,0.8733,593.0,25.23,22.68,48.72000000000001,2.44,76.5,23.78,33.25,59.76,46.4,0.0,18.4,9.75,56.98,72.16,0.0,36.08
2018-08-20,2018-08-20,0.8740000000000001,0.8772,0.8697,0.8699,596.0,24.03,25.480000000000004,47.17,3.72,79.12,22.04,27.54000000000001,59.94,53.12000000000001,0.0,17.6,8.25,69.58,74.52000000000002,20.68,40.04
2018-08-21,2018-08-21,0.8699,0.8704,0.8619,0.8638,597.0,23.49,27.160000000000004,46.64,2.96,86.48,20.59,29.58,68.82,56.32,14.4,15.84,6.71,66.03,75.33,0.0,38.28
2018-08-22,2018-08-22,0.8637,0.8652,0.8601,0.862,598.0,24.57,26.6,46.11,2.56,84.64,22.04,26.86000000000001,65.86,64.0,0.0,15.4,7.59,66.74,78.57000000000002,40.89,40.92
2018-08-23,2018-08-23,0.862,0.8669,0.8619,0.8662,599.0,27.0,26.04000000000001,43.46,2.56,89.24000000000002,22.62,28.22,65.86,60.8,0.0,15.4,5.83,58.93,76.95,0.0,39.6
2018-08-24,2018-08-24,0.8662,0.8663,0.8589,0.8601,600.0,21.87,22.96,44.52,2.36,77.28,22.62,25.500000000000004,63.64,59.52,15.0,15.4,5.06,53.25,71.28,20.68,36.52
2018-08-27,2018-08-27,0.8597,0.8621,0.8549,0.856,603.0,26.39,24.57,45.39,3.72,84.6,30.69,25.28,69.92,57.6,0.0,17.16,9.1,64.39999999999999,76.95,0.0,42.68
2018-08-28,2018-08-28,0.8559,0.8572,0.8522,0.8548,604.0,29.0,24.840000000000003,43.86,2.92,94.0,33.0,23.68,72.96000000000002,60.16,14.1,15.84,6.37,69.3,77.76,23.68,43.56
2018-08-29,2018-08-29,0.8548,0.8578,0.8535,0.8539,605.0,27.26,24.840000000000003,41.82,2.64,90.24,30.69,24.0,73.72,60.16,21.6,15.18,8.97,63.7,76.95,0.0,40.04
2018-08-30,2018-08-30,0.8540000000000001,0.8586,0.8533,0.8572,606.0,29.0,25.38000000000001,41.31,2.68,93.06,29.70000000000001,25.6,74.48,60.8,14.4,15.84,7.54,58.8,76.95,15.54,41.36
2018-08-31,2018-08-31,0.8571,0.863,0.8553,0.8616,607.0,24.36,21.33,42.33,2.28,76.14,25.74,23.68,69.92,50.56,14.7,15.18,8.32,50.4,70.47,15.91,36.96
2018-09-03,2018-09-03,0.862,0.8625,0.8598,0.8606,610.0,18.3,17.68,36.96,2.56,47.17,24.82,28.21,48.1,54.18,0.0,21.0,7.92,47.6,66.36,17.759999999999994,32.25
2018-09-04,2018-09-04,0.8606,0.867,0.8605,0.8631,611.0,23.4,24.18,48.0,3.72,79.21000000000002,22.78,20.77,54.02,54.81,10.2,18.48,9.12,63.92,72.68,15.17,41.28
2018-09-05,2018-09-05,0.8631,0.866,0.8590000000000001,0.8594,612.0,22.8,24.7,47.04,3.2,81.88,23.12,23.56,61.42,55.44,10.2,17.849999999999994,9.24,65.28,75.84,0.0,42.14
2018-09-06,2018-09-06,0.8594,0.8613,0.8575,0.86,613.0,21.9,25.22,44.64,2.88,85.44,24.14,23.25,64.38,56.7,9.9,18.06,9.24,63.92,75.84,0.0,37.41
2018-09-07,2018-09-07,0.86,0.8654,0.8582,0.865,614.0,20.4,22.88000000000001,44.64,2.76,72.98,24.82,22.63,56.24,54.18,10.05,17.64,9.36,55.76000000000001,68.73,15.17,35.26
2018-09-10,2018-09-10,0.8651,0.8672,0.8608,0.8623,617.0,27.3,25.65,46.56,3.88,80.83999999999997,38.0,22.8,60.06,54.56,24.12,18.06,10.4,67.89999999999999,73.71000000000002,39.04,40.85
2018-09-11,2018-09-11,0.8622,0.8643,0.8587,0.8616,618.0,31.85,25.92,46.08,3.16,85.53999999999998,35.72,21.6,63.18,53.32,36.0,19.11,8.97,62.99999999999999,76.14,25.6,38.7
2018-09-12,2018-09-12,0.8616,0.8640000000000001,0.8583,0.8598,619.0,31.85,25.38000000000001,44.16,2.8000000000000003,82.72,28.88,21.9,68.64,53.94,23.76,18.69,6.63,63.7,76.95,34.56,39.13
2018-09-13,2018-09-13,0.8598,0.8611,0.8544,0.8551,620.0,31.5,25.65,42.72,2.72,86.47999999999998,26.22,22.2,63.96,55.8,0.0,18.9,8.32,65.1,76.95,26.24,38.7
2018-09-14,2018-09-14,0.8551,0.8603,0.8529,0.8596,621.0,28.7,22.95000000000001,43.68,2.36,75.19999999999997,24.7,23.4,57.72,50.84,0.0,18.06,9.88,53.9,72.9,40.32,35.26
2018-09-17,2018-09-17,0.8599,0.8602,0.8547,0.8565,624.0,29.75,26.19,47.53,3.88,83.42,22.44,33.12,69.7,59.40000000000001,35.51000000000001,19.53,8.879999999999997,67.67999999999999,82.32,39.36,45.0
2018-09-18,2018-09-18,0.8567,0.8579,0.8529,0.856,625.0,33.95,26.19,47.04,3.36,91.18,21.12,35.28,69.7,66.0,35.51000000000001,19.95,11.4,72.0,81.48,25.92,45.0
2018-09-19,2018-09-19,0.8559,0.8579,0.8534,0.8566,626.0,32.9,27.0,47.53,2.96,92.15,22.44,30.24,77.89999999999998,58.74,0.0,19.95,7.92,69.84,82.32,39.84,43.2
2018-09-20,2018-09-20,0.8566,0.8567,0.8483,0.8487,627.0,30.45,25.92,44.59,2.68,89.24,22.44,28.08,70.52,59.40000000000001,35.51000000000001,19.95,12.0,65.52,83.16,20.16,41.85
2018-09-21,2018-09-21,0.8487,0.8527,0.8471,0.8527,628.0,27.65,22.68,45.08,2.44,80.50999999999998,21.45,29.52,61.49999999999999,56.76000000000001,37.1,19.11,8.52,56.88,76.44,0.0,37.8
2018-09-24,2018-09-24,0.8511,0.8526,0.8463,0.8508,631.0,34.58,25.11000000000001,45.6,4.0,86.33,24.48,25.73,80.1,63.7,23.12,20.68,10.32,63.7,82.45,0.0,45.0
2018-09-25,2018-09-25,0.8508,0.8522,0.8478,0.8496,632.0,36.86,26.19,47.04,3.3200000000000003,97.0,25.16,22.94,83.66,59.15,0.0,20.9,9.84,65.1,85.0,36.45,45.0
2018-09-26,2018-09-26,0.8496,0.8525,0.8475,0.8509,633.0,38.0,26.73,46.56,3.08,92.15,24.82,23.56,82.77,59.8,23.12,21.34,7.68,69.3,85.0,0.0,40.95
2018-09-27,2018-09-27,0.8509,0.8592,0.8503,0.8592,634.0,33.06,25.11000000000001,43.68,2.72,93.12,22.78,23.56,89.0,58.5,23.12,20.24,8.879999999999997,62.3,82.45,18.9,41.4
2018-09-28,2018-09-28,0.8592,0.8640000000000001,0.8578,0.8612,635.0,31.16,22.14,43.68,2.6,82.45,21.76,23.56,83.66,55.25,23.8,19.14,7.1999999999999975,51.1,79.05,19.35,37.35
2018-10-01,2018-10-01,0.8614,0.8645,0.86,0.8636,638.0,25.92,25.65,45.12,3.8,81.48,22.4,25.92,85.5,55.18,29.04,19.8,10.78,60.9,79.67999999999998,37.35,47.52
2018-10-02,2018-10-02,0.8636,0.8688,0.8633,0.8655,639.0,28.16,27.0,45.12,3.04,85.36,22.08,24.64,88.2,59.52,29.48,20.24,9.9,70.0,83.0,28.35,48.0
2018-10-03,2018-10-03,0.8655,0.8715,0.8624,0.8705,640.0,28.8,26.73,43.71,2.56,83.42,22.4,26.88,87.3,60.76,14.52,20.46,9.46,65.1,81.33999999999997,18.9,45.12
2018-10-04,2018-10-04,0.8705,0.8721,0.8663,0.8681,641.0,25.92,26.19,40.89,2.56,92.15,22.72,24.96,83.7,58.9,14.52,20.46,11.0,60.2,78.85,38.25,42.24
2018-10-05,2018-10-05,0.8681,0.8704,0.8663,0.8677,642.0,21.44,23.49,39.95,3.0,77.6,20.16,25.92,77.4,53.32,14.96,18.7,6.71,56.0,73.03999999999998,33.300000000000004,39.84
2018-10-08,2018-10-08,0.8674,0.8723,0.867,0.8699,645.0,27.88000000000001,23.4,40.95,3.3200000000000003,77.89999999999998,21.08,25.92,81.9,51.85,14.52,17.22,9.0,60.72,75.33,0.0,39.15
2018-10-09,2018-10-09,0.8699,0.8745,0.8692,0.8696,646.0,29.92,25.74,41.4,3.6,85.5,22.63,28.16,83.72,53.68,29.48,18.27,10.32,64.86,77.76,44.16,42.3
2018-10-10,2018-10-10,0.8696,0.8708,0.8659,0.8667,647.0,27.54000000000001,24.96,40.5,3.08,90.25,21.39,26.56,84.63000000000002,55.51,14.52,17.43,10.56,63.48,77.76,29.67,41.85
2018-10-11,2018-10-11,0.8666,0.8672,0.8619,0.8624,648.0,31.62,24.44,39.6,2.72,84.55,20.77,29.44,91.0,55.51,14.52,18.9,9.96,60.03,76.14,29.67,40.05
2018-10-12,2018-10-12,0.8624,0.8666,0.861,0.8644,649.0,25.500000000000004,21.58,38.7,2.48,76.0,19.22,26.56,80.08,53.68,15.4,17.64,8.76,53.13,72.9,46.92,35.55000000000001
2018-10-15,2018-10-15,0.8655,0.8661,0.8614,0.863,652.0,32.76,24.18,46.08,3.64,84.39,19.53,28.38000000000001,80.96,57.04,0.0,20.02,11.31,69.58,79.8,34.56,43.7
2018-10-16,2018-10-16,0.863,0.8643,0.8603,0.8637,653.0,29.52,25.48,48.0,3.2,91.18,19.84,28.05,87.12,57.04,28.86,20.24,10.53,66.74,81.48,54.0,43.24
2018-10-17,2018-10-17,0.8638,0.8695,0.8633,0.8694,654.0,30.96,24.44,46.08,2.84,93.12,19.84,29.70000000000001,84.48,53.94,12.58,22.0,12.74,67.45,84.0,23.22,41.86
2018-10-18,2018-10-18,0.8694,0.8731,0.8673,0.8727,655.0,33.84,23.92,42.72,2.52,89.24,22.32,26.73,80.08,55.18,19.24,20.9,10.27,63.9,80.64,23.22,39.1
2018-10-19,2018-10-19,0.8727,0.8743,0.8668,0.867,656.0,29.16,22.36,40.32,2.4,81.48,20.77,27.72,69.52,53.32,13.32,19.36,8.58,51.83,75.6,24.840000000000003,37.72
2018-10-22,2018-10-22,0.8684,0.8726,0.8653,0.8719,659.0,36.0,23.0,44.16,3.8,87.0,29.64,27.39,89.24000000000002,61.0,27.0,20.9,9.12,62.98,78.57000000000002,0.0,44.62000000000001
2018-10-23,2018-10-23,0.8719,0.8739,0.87,0.8713,660.0,35.28,23.5,40.48,3.12,93.0,31.98,25.74,91.08,56.73,54.0,21.34,9.0,59.63,77.76,13.02,41.4
2018-10-24,2018-10-24,0.8716,0.8783,0.8709,0.8769,661.0,31.68,22.75,38.64,2.6,90.0,26.13000000000001,26.4,85.56,54.29,17.28,20.24,8.52,56.28,76.95,0.0,41.4
2018-10-25,2018-10-25,0.877,0.8803,0.8746,0.879,662.0,31.32,22.75,41.86,2.56,96.0,27.3,29.04000000000001,90.16,59.78,18.36,21.12,9.84,58.290000000000006,76.95,13.33,41.4
2018-10-26,2018-10-26,0.8788,0.8819,0.8754,0.8766,663.0,29.16,20.25,40.02,2.52,92.0,29.64,29.04000000000001,78.2,51.85,28.62,20.46,11.64,51.59,71.28,13.95,39.1
2018-10-29,2018-10-29,0.8766,0.8799,0.8758,0.879,666.0,31.32,24.18,44.65,4.0,88.11,23.8,34.3,85.54,64.35000000000001,77.42,20.46,11.05,59.40000000000001,78.85,46.62,43.24
2018-10-30,2018-10-30,0.879,0.8816,0.878,0.8812,667.0,33.12,23.92,44.18,3.2,95.04,23.46,32.55,86.45,60.45,0.0,20.9,11.18,60.72000000000001,79.67999999999998,31.82,46.53
2018-10-31,2018-10-31,0.8814,0.8845,0.8801,0.8834,668.0,36.0,22.1,39.48,2.8000000000000003,99.0,25.16,33.599999999999994,86.45,61.1,41.08,21.56,10.14,48.18,78.02,33.3,45.59
2018-11-01,2018-11-01,0.8834,0.8836,0.8751,0.8766,669.0,31.68,24.18,42.77,2.52,91.08,30.6,30.45,82.81,65.0,0.0,17.16,4.16,57.42,77.19,39.22,43.71
2018-11-02,2018-11-02,0.8766,0.879,0.8726,0.8779,670.0,28.8,23.92,42.77,2.48,87.12,28.56,28.7,80.08,60.45,27.65,16.94,3.77,54.78,73.03999999999998,74.0,38.54
2018-11-05,2018-11-05,0.8774,0.88,0.8751,0.8762,673.0,33.3,25.48,46.0,4.0,78.96,23.1,26.97,81.84,62.0,20.48,18.4,6.24,70.0,78.02,30.0,41.4
2018-11-06,2018-11-06,0.8763,0.8775,0.8741,0.8753,674.0,31.82,25.48,40.48,3.04,82.72,22.5,23.25,80.96,59.52,0.0,17.48,4.32,67.19999999999999,79.67999999999998,0.0,40.5
2018-11-07,2018-11-07,0.8754,0.8773,0.8694,0.8745,675.0,29.23,23.92,37.72,2.4,76.14,21.0,22.01,71.28,53.94,9.6,16.560000000000002,4.44,59.49999999999999,73.86999999999998,43.0,37.8
2018-11-08,2018-11-08,0.8746,0.8804,0.8735,0.8797,676.0,34.04,25.22,41.86,2.44,86.47999999999998,24.3,28.83,83.6,59.52,10.88,18.86,5.04,64.39999999999999,78.85,36.5,40.95
2018-11-09,2018-11-09,0.8793,0.8832,0.8793,0.8816,677.0,31.82,22.88000000000001,40.02,2.2,81.78,23.1,23.87,79.2,54.56,0.0,18.86,3.72,56.7,74.7,25.0,36.0
2018-11-12,2018-11-12,0.8832,0.8913,0.8821,0.8908,680.0,31.82,21.75,38.18,3.12,73.92,21.17,21.17,78.2,51.6,20.3,25.74,7.1400000000000015,61.64,75.33,0.0,36.52
2018-11-13,2018-11-13,0.8909999999999999,0.8909999999999999,0.8848,0.8848,681.0,31.45,25.0,42.32,3.3200000000000003,87.36,22.62,22.04,86.48,55.2,29.58,24.18,5.880000000000001,64.99000000000001,78.57000000000002,17.64,43.12
2018-11-14,2018-11-14,0.8847,0.8875,0.8811,0.8837,682.0,35.89,25.0,42.78,3.16,92.16,23.2,23.49,89.24000000000002,55.2,20.3,23.4,6.16,60.97000000000001,78.57000000000002,18.0,40.04
2018-11-15,2018-11-15,0.8836,0.8866,0.8801,0.8829,683.0,31.45,22.5,40.48,2.52,84.47999999999998,21.46,22.91,80.04,54.0,19.72,21.84,7.000000000000001,55.61000000000001,76.14,17.64,39.16
2018-11-16,2018-11-16,0.8827,0.883,0.8753,0.8753,684.0,28.49,20.5,40.94000000000001,2.24,78.72,21.46,20.3,73.60000000000002,51.0,20.88,21.32,5.6000000000000005,50.92,71.28,18.0,34.76
2018-11-19,2018-11-19,0.8757,0.8774,0.872,0.8727,687.0,22.41,16.15,37.2,3.8,63.91,21.87,25.73,64.24,47.17,16.1,15.6,15.84,42.12000000000001,66.42999999999999,13.26,31.32
2018-11-20,2018-11-20,0.8729,0.8801,0.8713,0.8795,688.0,21.06,15.77,36.0,2.96,66.99,19.71,24.8,61.32,46.64,16.1,14.0,15.12,41.6,64.24,0.0,29.52
2018-11-21,2018-11-21,0.8795,0.8796,0.8753,0.8781,689.0,15.66,13.49,33.2,2.24,57.75,18.36,25.42,52.56,41.34,0.0,12.0,12.96,35.88,59.13,14.3,25.2
2018-11-22,2018-11-22,0.8776,0.8781,0.8745,0.8765,690.0,10.53,8.93,17.2,0.96,38.5,17.55,24.8,38.69,37.63,19.32,12.4,8.64,19.76,49.64,15.34,18.0
2018-11-23,2018-11-23,0.8767,0.8825,0.8755,0.8815,691.0,12.96,9.69,25.6,1.48,38.5,17.01,20.15,35.77,37.63,0.0,13.2,13.2,27.56,54.75,14.3,19.08
2018-11-26,2018-11-26,0.8819,0.8827,0.8781,0.8823,694.0,30.02,21.5,40.89,3.88,86.13,24.96,25.08,78.02,54.18,0.0,18.48,13.4,62.56,81.7,28.67,42.72
2018-11-27,2018-11-27,0.8823,0.8864,0.8811,0.8852,695.0,33.44,23.5,43.71,3.24,95.04,24.64,25.08,86.47999999999998,61.11,65.0,20.16,13.6,61.88,83.42,37.13,48.0
